zip_code,lon,lat,city,province
8024AL,6.122903383576676,52.52450913177969,Zwolle,Overijssel
4825BA,4.773801828915497,51.602071608497724,Breda,North Brabant
5061KM,5.191973627356673,51.58616866084388,Oisterwijk,North Brabant
7701AK,6.461552593254687,52.60624634941294,Dedemsvaart,Overijssel
6825MB,5.965092083009402,51.97548774414518,Arnhem,Guelders
3991CP,5.156752914100598,52.01998576655517,Houten,Utrecht
9291MA,6.154071041031166,53.28164890203782,Kollum,Friesland
2988CP,4.553520311953743,51.871199902669325,Ridderkerk,South Holland
5101AA,4.934612616897187,51.62545156602746,Dongen,North Brabant
2491BA,4.389294127989296,52.06915366160127,'s-Gravenhage,South Holland
8801BV,5.552573790750797,53.18757078687152,Franeker,Friesland
3421TX,4.866005703251662,52.0340930504445,Oudewater,Utrecht
6681CW,5.908873328094774,51.896624282362694,Bemmel,Guelders
8024PC,6.137062748400461,52.51506326034052,Zwolle,Overijssel
7876AW,6.977461300851013,52.8883260841998,Valthermond,Drenthe
6325AE,5.778331938338083,50.85990370762147,Berg en Terblijt,Limburg
5469NM,5.625223839281442,51.59041200826827,Erp,North Brabant
3626AA,4.987206858167843,52.18898184925652,Nieuwer Ter Aa,Utrecht
7943PH,6.201385117565721,52.696272433638306,Meppel,Drenthe
4264KH,5.089008513992846,51.77209303854326,Veen,North Brabant
5741TT,5.627294779444594,51.548737318592025,Beek en Donk,North Brabant
7006RW,6.256016123659523,51.971843426621774,Doetinchem,Guelders
5061CC,5.17262446619506,51.576538512396006,Oisterwijk,North Brabant
7333PB,5.978317203081518,52.17735995777993,Apeldoorn,Guelders
1901NM,4.65400551292105,52.533661058447294,Castricum,North Holland
6713GM,5.653365319762544,52.039167934746025,Ede,Guelders
6101WR,5.892073597397446,51.12405424533301,Echt,Limburg
5421VZ,5.696331129854605,51.54832312453479,Gemert,North Brabant
7604PJ,6.618633411132307,52.3609506131691,Almelo,Overijssel
8433HT,6.327486145586853,53.07096309241595,Haulerwijk,Friesland
7437BE,6.280750591798894,52.23672481640283,Bathmen,Overijssel
3902HP,5.576947725124779,52.03678772935801,Veenendaal,Utrecht
5928NZ,6.157742503461836,51.376926742842116,Venlo,Limburg
5741SX,5.629690453828176,51.54163012811308,Beek en Donk,North Brabant
7483PE,6.7413049872155675,52.17597792996637,Haaksbergen,Overijssel
1446AP,5.011687923332241,52.51521854638813,Purmerend,North Holland
8072PD,5.811168098903541,52.388796310996014,Nunspeet,Guelders
2993LK,4.512678135578435,51.852339011085405,Barendrecht,South Holland
3421GV,4.891297491026398,52.021229078989585,Oudewater,Utrecht
5694AR,5.509046811534165,51.51593906039114,Son en Breugel,North Brabant
2722NK,4.512295584385836,52.05298579498094,Zoetermeer,South Holland
5692CA,5.491348270066938,51.50355524683451,Son en Breugel,North Brabant
3911TK,5.532150528895646,51.975934289610684,Rhenen,Utrecht
3958CM,5.453499574438879,52.00166103896017,Amerongen,Utrecht
7442DA,6.50599798507068,52.357377267754636,Nijverdal,Overijssel
2415BG,4.820657696985059,52.08017464541799,Nieuwerbrug aan den Rijn,South Holland
8263AJ,5.89034690958344,52.56182221162659,Kampen,Overijssel
1101AR,4.937424550107969,52.30579667831502,Amsterdam,North Holland
8253PK,5.706291664638689,52.540869230496725,Dronten,Flevoland
3641PR,4.849626130834878,52.19530684985191,Mijdrecht,Utrecht
2665LB,4.540897191948865,52.032088876668425,Bleiswijk,South Holland
7773NJ,6.591980171585192,52.57722615300052,Hardenberg,Overijssel
7691CK,6.6253434723088676,52.527528391661534,Bergentheim,Overijssel
9723HM,6.607931983934572,53.222121625448835,Groningen,Groningen
5731HR,5.621238244099464,51.44738808226747,Mierlo,North Brabant
3133EP,4.332776493952359,51.906495511381436,Vlaardingen,South Holland
5688HW,5.302636200622881,51.49292688104468,Oirschot,North Brabant
1045AL,4.802080745631241,52.40709147763448,Amsterdam,North Holland
8605CH,5.672137243991032,53.03853568340707,Sneek,Friesland
4762AS,4.621452053456862,51.644930997897404,Zevenbergen,North Brabant
9411VR,6.494480260632948,52.862344398257,Beilen,Drenthe
7207BL,6.222165666859777,52.11773715105762,Zutphen,Guelders
3144AB,4.242316454087728,51.92720578225286,Maassluis,South Holland
8912AS,5.764636706220657,53.191755005500426,Leeuwarden,Friesland
2725BL,4.49836993977872,52.07154667072068,Zoetermeer,South Holland
1317AB,5.231623599720183,52.38739794790055,Almere,Flevoland
7007CL,6.279963063076137,51.947569072356934,Doetinchem,Guelders
6826TS,5.953445289931503,51.97468665968787,Arnhem,Guelders
7905SE,6.5112195000059465,52.71278083535615,Hoogeveen,Drenthe
6882CV,5.9636905844617445,51.9918952371517,Velp,Guelders
4731CZ,4.554117542416756,51.59035412322176,Oudenbosch,North Brabant
2491DL,4.386899059198599,52.060566775081305,'s-Gravenhage,South Holland
7141JL,6.626608212325998,52.059022546804165,Groenlo,Guelders
4131NR,5.091084398602018,51.97746379449499,Vianen,Utrecht
1271KS,5.238752020981973,52.30039046364193,Huizen,North Holland
1689AK,5.0633178170390005,52.66982449479043,Zwaag,North Holland
7332AR,5.98142565273243,52.188356537456706,Apeldoorn,Guelders
2132XT,4.680650666782991,52.29224065521708,Hoofddorp,North Holland
3261NC,4.4186945073056565,51.812759374268886,Oud-Beijerland,South Holland
4705RN,4.496490470677255,51.54224672980901,Roosendaal,North Brabant
2952AD,4.671039847928999,51.8575803607243,Alblasserdam,South Holland
2544CW,4.256688908442316,52.05052207063515,'s-Gravenhage,South Holland
1326EV,5.247988864673475,52.37326185472963,Almere,Flevoland
4004JK,5.433701114985307,51.90339980906565,Tiel,Guelders
1825PM,4.7555819613355705,52.65665348615917,Alkmaar,North Holland
3208KB,4.302617415801237,51.85211446090146,Spijkenisse,South Holland
7322RG,5.998266935633913,52.21948771830887,Apeldoorn,Guelders
5629CH,5.459442930660585,51.491869632787584,Eindhoven,North Brabant
7545MV,6.868411776205597,52.21994045260682,Enschede,Overijssel
6191NA,5.794687270884875,50.9490770882366,Beek,Limburg
6042EZ,6.016166709997982,51.21018951665726,Roermond,Limburg
7711AL,6.283297008105939,52.58998000438306,Nieuwleusen,Overijssel
3332SK,4.655939908014042,51.82647415775891,Zwijndrecht,South Holland
1741NA,4.806515062853159,52.78264758621654,Schagen,North Holland
3992DD,5.139946218520178,52.02925006487059,Houten,Utrecht
6086AC,5.985457753946941,51.26181638478749,Neer,Limburg
3861RS,5.479934922217828,52.24132301095663,Nijkerk,Guelders
6002BL,5.687575195607605,51.257835906369145,Weert,Limburg
2391PN,4.628920408342087,52.077097527971766,Hazerswoude-Dorp,South Holland
8447GH,5.901086590795353,52.96592457745501,Heerenveen,Friesland
5811AL,6.025907585248192,51.486429101098004,Castenray,Limburg
3931EL,5.428223627134252,52.08054552709529,Woudenberg,Utrecht
6021PT,5.592170535737781,51.255837434887866,Budel,North Brabant
6741HN,5.631491813222905,52.10353626846283,Lunteren,Guelders
8162AT,5.981223945366521,52.33894776065047,Epe,Guelders
9078PT,5.688981588921164,53.3101798478206,Oudebildtzijl,Friesland
8356VS,5.951972028604182,52.720103755806164,Blokzijl,Overijssel
6902PC,6.094113239568929,51.932245911399114,Zevenaar,Guelders
8531NH,5.705762741337185,52.852613142430634,Lemmer,Friesland
6591HB,5.97285624821126,51.69029590620178,Gennep,Limburg
7384AC,6.146607771367443,52.216263356183255,Wilp,Guelders
7722RV,6.268633950326611,52.51339434001122,Dalfsen,Overijssel
5469EN,5.6128722353264004,51.59450865872586,Erp,North Brabant
8171NR,5.985949938162252,52.29392446785652,Vaassen,Guelders
7596JA,6.924899868742773,52.35615186193611,Rossum,Overijssel
4671HE,4.376118830036016,51.63378232570668,Dinteloord,North Brabant
2988BJ,4.598257087560054,51.84907665527404,Ridderkerk,South Holland
1061GP,4.842568619080157,52.38044579999831,Amsterdam,North Holland
4651RZ,4.3078941251830045,51.589019944603685,Steenbergen,North Brabant
2851LC,4.797563892764271,52.01266296896468,Haastrecht,South Holland
5473GP,5.487366556084952,51.6452901305698,Heeswijk-Dinther,North Brabant
3449HE,4.863086671847988,52.08543290004797,Woerden,Utrecht
5224BM,5.261879878299542,51.69634066603258,'s-Hertogenbosch,North Brabant
7207BH,6.217892404041658,52.11811501112706,Zutphen,Guelders
3861SH,5.46403199725767,52.22879269199583,Nijkerk,Guelders
5741TE,5.6284560026751835,51.546701373058056,Beek en Donk,North Brabant
3421TS,4.862319473900721,52.03322357530165,Oudewater,Utrecht
1851NL,4.702292789076281,52.58688236108282,Heiloo,North Holland
2913LV,4.610896629007275,51.97926570390575,Nieuwerkerk aan den IJssel,South Holland
5317JG,5.1653949289363466,51.76499206709791,Nederhemert,Guelders
2676LD,4.22088994237973,51.94286179347575,Maasdijk,South Holland
1351AL,5.226353549821974,52.350353492497625,Almere,Flevoland
2401LJ,4.649029579995523,52.15235730533402,Alphen aan den Rijn,South Holland
5491DB,5.471891273069834,51.57399386449367,Sint-Oedenrode,North Brabant
7202BS,6.198085564133373,52.152899864741975,Zutphen,Guelders
7418BJ,6.201047677305301,52.24636017704984,Deventer,Overijssel
7963RX,6.336256797081423,52.75886008013323,Ruinen,Drenthe
6226BA,5.728517548829575,50.850644093846874,Maastricht,Limburg
3421TV,4.865859865551576,52.03581759495389,Oudewater,Utrecht
9679VC,6.99547240442139,53.159198004360846,Scheemda,Groningen
3543WB,5.021238540714533,52.123218815767714,Utrecht,Utrecht
5738AK,5.570090985242706,51.541564436962574,Mariahout,North Brabant
3771MT,5.574188388434315,52.16680473861477,Barneveld,Guelders
1398EA,5.072343900323739,52.32727257934726,Muiden,North Holland
8242BA,5.460354699141306,52.5188572818383,Lelystad,Flevoland
2497GL,4.358904123271995,52.040235830787424,'s-Gravenhage,South Holland
5254JT,5.1865819110044775,51.70855678986224,Haarsteeg,North Brabant
1327EC,5.261479582463274,52.36111358382052,Almere,Flevoland
3861SJ,5.467637864118448,52.228710563451834,Nijkerk,Guelders
1991JC,4.653547729133393,52.43620992876357,Velserbroek,North Holland
5663PA,5.554361766989844,51.41308861668826,Geldrop,North Brabant
5712EX,5.695251231682974,51.34762319405718,Someren,North Brabant
1327CG,5.260256852250586,52.36108978074122,Almere,Flevoland
6471VT,6.054155928549662,50.89829345359046,Eygelshoven,Limburg
1074VM,4.905269168128571,52.35251115797376,Amsterdam,North Holland
9079KT,5.608882873496988,53.27430918084329,St.-Jacobiparochie,Friesland
8211AJ,5.524261665142781,52.54464866130524,Lelystad,Flevoland
4903SC,4.870727525552609,51.62855549464186,Oosterhout,North Brabant
7547RW,6.8305329650634805,52.2256249109404,Enschede,Overijssel
5047RG,5.0038182382308865,51.60524441185121,Tilburg,North Brabant
6603BV,5.7606180250647,51.815229847080715,Wijchen,Guelders
5324JX,5.216491963303326,51.75388673416556,Ammerzoden,Guelders
7443RM,6.470362258149069,52.378957544987806,Nijverdal,Overijssel
6666LD,5.754579142774574,51.94803671375661,Heteren,Guelders
4004JR,5.445561006937036,51.90349836224259,Tiel,Guelders
3028SB,4.418966776433225,51.91648269964591,Rotterdam,South Holland
5626AG,5.4346930688897634,51.48104842995916,Eindhoven,North Brabant
8754GP,5.412514506663527,53.053374504545424,Makkum,Friesland
2332AH,4.472464800251672,52.161769208547824,Leiden,South Holland
6713KR,5.652260436940577,52.033633699228844,Ede,Guelders
8281PC,6.002978437862888,52.597358412009136,Genemuiden,Overijssel
8084GN,5.878720380672616,52.420773203824716,'t Harde,Guelders
2771GA,4.639215251151445,52.07562429421605,Boskoop,South Holland
3526LB,5.110244677221333,52.065789016763844,Utrecht,Utrecht
2491BW,4.391911075526128,52.06668252187963,'s-Gravenhage,South Holland
6741LN,5.585391803540428,52.11531084826698,Lunteren,Guelders
9407TC,6.570298929645392,53.023909063199056,Assen,Drenthe
5422DC,5.697711738664264,51.565938104109655,Gemert,North Brabant
2517XK,4.283711824255596,52.08240276342622,'s-Gravenhage,South Holland
3911RS,5.569887670229931,51.982878997891966,Rhenen,Utrecht
1432CM,4.791426359469815,52.279978975419375,Aalsmeer,North Holland
1511DE,4.873503731453362,52.448129272176445,Oostzaan,North Holland
3313CS,4.6966775104631,51.81845434180673,Dordrecht,South Holland
9231HS,6.178725748352713,53.181085647880344,Surhuisterveen,Friesland
2521RL,4.320888390389408,52.063683616362276,'s-Gravenhage,South Holland
2685AP,4.213712510193559,52.02368918543974,Poeldijk,South Holland
5122ML,,,,
8345HJ,6.158240393641872,52.78812951810253,Kallenkote,Overijssel
4382NA,3.582252687977007,51.452283884560195,Vlissingen,Zeeland
7954GG,6.188373739718144,52.607098362287466,Rouveen,Overijssel
3291CR,4.5565712382554935,51.7520474996059,Strijen,South Holland
5381GK,5.464787099976912,51.70565122286953,Vinkel,North Brabant
6093BJ,5.893386530110212,51.24740001692184,Heythuysen,Limburg
6372AE,6.018942193689628,50.888508560359924,Landgraaf,Limburg
8251GD,5.728055795852482,52.53508356561878,Dronten,Flevoland
3641RM,4.8758207871125965,52.20625058933482,Mijdrecht,Utrecht
6067BZ,5.94232449733361,51.15405534763419,Linne,Limburg
7825AK,6.929864942610114,52.75877759391502,Emmen,Drenthe
3225LR,4.168803338112527,51.83967634198968,Hellevoetsluis,South Holland
2014SB,4.615563099001226,52.3745595093009,Haarlem,North Holland
5051DV,5.054096664971925,51.50958310486403,Goirle,North Brabant
4538AS,3.8453476408011027,51.30583884845466,Terneuzen,Zeeland
1703DA,4.818435746795781,52.66608787046615,Heerhugowaard,North Holland
4021HR,5.438642131607757,51.96352539345124,Maurik,Guelders
3761CN,5.285291297951679,52.18825506044259,Soest,Utrecht
7651KK,6.800849203836761,52.40115437459311,Tubbergen,Overijssel
2408AZ,4.627654010276898,52.126214548019,Alphen aan den Rijn,South Holland
6612AD,5.756164650707292,51.771346592452275,Nederasselt,Guelders
6953CT,6.109088203436452,52.04790491098094,Dieren,Guelders
6537AC,5.803048886243187,51.80668769523943,Nijmegen,Guelders
9206AK,6.077216770222679,53.115300425123905,Drachten,Friesland
7207BG,6.2177228917257965,52.119571552707356,Zutphen,Guelders
2691JE,4.155494612468734,52.01451525583352,'s-Gravenzande,South Holland
7943PG,6.205884650484926,52.697887473776944,Meppel,Drenthe
2625DA,4.341463842669015,51.99924197850653,Delft,South Holland
2201TX,4.440951004617085,52.20864263146533,Noordwijk,South Holland
9983RH,6.770813854549699,53.42001270650452,Roodeschool,Groningen
3816BV,5.4363629047611015,52.16658039593909,Amersfoort,Utrecht
3247CL,4.11876428233596,51.75032651448204,Dirksland,South Holland
1742PC,4.781249664130268,52.79168801758289,Schagen,North Holland
6658KP,5.531484377746558,51.87805847360926,Beneden-Leeuwen,Guelders
5349AK,5.548771292477037,51.763762081142104,Oss,North Brabant
5663PB,5.552483341866474,51.413541705352266,Geldrop,North Brabant
2153AA,4.6409475189455405,52.26130791715246,Nieuw-Vennep,North Holland
7731TG,6.4187130375170485,52.53172449018421,Ommen,Overijssel
8748BM,5.4660258562736095,53.103507942350696,Witmarsum,Friesland
5688NP,5.330162722630401,51.50506712541538,Oirschot,North Brabant
2161AH,4.55872605447824,52.266557926045465,Lisse,South Holland
6541DC,5.817514164130029,51.84037723851985,Nijmegen,Guelders
6662NG,5.8643540398339065,51.91394161000537,Elst,Guelders
7595XP,6.848466608912654,52.35607906189561,Weerselo,Overijssel
5254JN,5.19745448162985,51.70940020103769,Haarsteeg,North Brabant
4622RB,4.300698690628616,51.49852104962363,Bergen op Zoom,North Brabant
3044BA,4.424792279330969,51.92359399945809,Rotterdam,South Holland
5431NL,5.870901493680819,51.72192472846052,Cuijk,North Brabant
6343AE,5.87887606867692,50.87899475740313,Klimmen,Limburg
5405BN,5.6521144560023915,51.65444456598427,Uden,North Brabant
6042EX,6.015370087015875,51.2091884999389,Roermond,Limburg
7006RB,6.266588857647105,51.96610796574553,Doetinchem,Guelders
3067GL,4.54815882468886,51.94961020596462,Rotterdam,South Holland
1066CM,4.793510836099731,52.34116074611876,Amsterdam,North Holland
7927TC,6.48941347704942,52.67316806019927,Alteveer,Drenthe
5107RJ,4.937353799622163,51.61466244947627,Dongen,North Brabant
6716AM,5.628837892866303,52.03119225939978,Ede,Guelders
3925LW,5.502905737152657,52.077963666590726,Scherpenzeel,Guelders
6468EH,6.031439322282788,50.87048243605244,Kerkrade,Limburg
2977AG,4.888090966515435,51.90000076526487,Goudriaan,South Holland
1101GC,4.933308561846099,52.3077453027479,Amsterdam,North Holland
2627AT,4.372009982855782,51.98432699102895,Delft,South Holland
6114JN,5.841994000637996,51.07209882817682,Susteren,Limburg
3565AB,5.0888896807381485,52.12283121929471,Utrecht,Utrecht
7941LX,6.19100866269399,52.70173901092938,Meppel,Drenthe
8014WP,6.1123260999624875,52.47986008462015,Zwolle,Overijssel
5405ND,5.634882043867121,51.656100768805814,Uden,North Brabant
2382PB,4.518513403210745,52.14076193321094,Zoeterwoude,South Holland
8148RH,6.418273993589579,52.44997625823487,Lemele,Overijssel
3911AR,5.580250841911606,51.95550834867781,Rhenen,Utrecht
6883HL,5.981418512939665,51.992117859808936,Velp,Guelders
6229PB,5.713169449566108,50.82840268662379,Maastricht,Limburg
3991AP,5.169943468320816,52.021261852733566,Houten,Utrecht
7443AB,6.49088429309654,52.36350148170625,Nijverdal,Overijssel
3446CM,4.903491685740843,52.076518828338045,Woerden,Utrecht
4104AE,5.217512238432242,51.94506577429524,Culemborg,Guelders
1701BX,4.839689858454978,52.676499573531096,Heerhugowaard,North Holland
3752LM,5.3651820174862905,52.232275648576945,Bunschoten-Spakenburg,Utrecht
3208KS,4.309668428137207,51.849366762136604,Spijkenisse,South Holland
3981PE,5.211314594573373,52.063296677008665,Bunnik,Utrecht
2461EE,4.724650867502114,52.18165890418175,Ter Aar,South Holland
8152BE,6.33848822500378,52.438886198823944,Lemelerveld,Overijssel
3141XP,4.267313417657981,51.91951096537731,Maassluis,South Holland
5145NA,5.046253583815503,51.696766302841745,Waalwijk,North Brabant
6267CR,5.772048665047738,50.8292988611931,Cadier en Keer,Limburg
3891KE,5.525278248245039,52.33883449721852,Zeewolde,Flevoland
2984AZ,4.614015448898638,51.878159472643404,Ridderkerk,South Holland
6235NR,5.771609179099888,50.903054907151805,Ulestraten,Limburg
6181AE,5.771831407271632,50.94664863657069,Elsloo,Limburg
3846AS,5.639969440569294,52.35569584405851,Harderwijk,Guelders
6269BE,5.831489103726747,50.820045017332326,Margraten,Limburg
1779GC,5.007704595198132,52.93149210355646,Den Oever,North Holland
3871AL,5.471057417239723,52.17757591588838,Hoevelaken,Guelders
4879NG,4.622869429334748,51.55573075721596,Etten-Leur,North Brabant
5622EK,5.457315536438196,51.46161181647481,Eindhoven,North Brabant
5021AA,5.104311502802582,51.549564118311615,Tilburg,North Brabant
2352BB,4.520243956621875,52.16772498803855,Leiderdorp,South Holland
8028PR,6.168804265875814,52.5396262622652,Zwolle,Overijssel
2376BJ,4.610040551179274,52.198480724943174,Nieuwe Wetering,South Holland
9723HK,6.60825111116303,53.220814510493376,Groningen,Groningen
5232BD,5.337861294121799,51.70693737506255,'s-Hertogenbosch,North Brabant
4812XA,4.746386904162628,51.58211428646071,Breda,North Brabant
6902PV,6.09228561660618,51.93398196232771,Zevenaar,Guelders
3565AV,5.084477987056048,52.12763563723808,Utrecht,Utrecht
5627BS,5.440786260437477,51.47836987281878,Eindhoven,North Brabant
2671CW,4.214076941832024,51.99915615990798,Naaldwijk,South Holland
7773NE,6.595730854478855,52.577547380221716,Hardenberg,Overijssel
3208LB,4.30797101285798,51.850957055516986,Spijkenisse,South Holland
6905AD,6.0656365248300625,51.92056113528727,Zevenaar,Guelders
2987VD,4.578603491831584,51.90032755409917,Ridderkerk,South Holland
6833HK,5.9291114372374825,51.95878730057435,Arnhem,Guelders
2718NA,4.497408583194115,52.04468235733334,Zoetermeer,South Holland
6545AB,5.8023450275947175,51.84393039748053,Nijmegen,Guelders
1216TJ,5.143194279369153,52.2107928849265,Hilversum,North Holland
7821CB,6.900628474024502,52.763470332650506,Emmen,Drenthe
6101AG,5.8622153087806605,51.10740846292329,Echt,Limburg
4461ZN,3.879962393950052,51.50749257113141,Goes,Zeeland
2371CX,4.6282983387024705,52.19659098726133,Roelofarendsveen,South Holland
9061AE,5.897133580172526,53.23781701703277,Gytsjerk,Friesland
2831AA,4.67309996736955,51.98194681345604,Gouderak,South Holland
3992DJ,5.138213323991938,52.02802688081516,Houten,Utrecht
9403DL,6.577128904194336,53.026700805614475,Assen,Drenthe
3972KC,5.267007300882388,52.05718217313285,Driebergen-Rijsenburg,Utrecht
6691EL,5.941142547297929,51.8786255074145,Gendt,Guelders
1851PW,4.721340991654528,52.59295561017144,Heiloo,North Holland
5503LE,5.426300429824387,51.415993925888806,Veldhoven,North Brabant
3543MB,5.026773443923242,52.11947546401165,Utrecht,Utrecht
9231DB,6.1853055397989065,53.18186324924213,Surhuisterveen,Friesland
2871JB,4.844682352813503,51.9552382428066,Schoonhoven,South Holland
6902PT,6.081895938432262,51.93814017347697,Zevenaar,Guelders
5554PN,5.446881440115911,51.34977767634321,Valkenswaard,North Brabant
8914BG,5.76527164438843,53.20370545861275,Leeuwarden,Friesland
4651TB,4.309809928701202,51.5883746230834,Steenbergen,North Brabant
5391LP,5.446911456491918,51.7237136683418,Nuland,North Brabant
9482TB,6.596533482394217,53.080293837373354,Tynaarlo,Drenthe
2014HT,4.611172102619552,52.36419669420152,Haarlem,North Holland
5015TA,5.106024373748184,51.57868909126846,Tilburg,North Brabant
3645TA,4.921190233764899,52.19731628126231,Vinkeveen,Utrecht
3615AP,5.129834798468186,52.14930741837368,Westbroek,Utrecht
2905TX,4.602589479581473,51.94337158796639,Capelle aan den IJssel,South Holland
5652AN,5.428898828560124,51.43291243771027,Eindhoven,North Brabant
9723JA,6.620913841400415,53.210147024252265,Groningen,Groningen
5121HZ,4.914212277175439,51.594469557377,Rijen,North Brabant
4704RK,4.466945369598996,51.558084413853926,Roosendaal,North Brabant
7582AG,7.000075892915613,52.263365650033656,Losser,Overijssel
9403AJ,6.573353968400669,53.00453276625894,Assen,Drenthe
6827BX,5.950621484886553,51.9733039594247,Arnhem,Guelders
1261LS,5.266326727746372,52.28489328206635,Blaricum,North Holland
9502EX,6.977206786032392,52.98252962296935,Stadskanaal,Groningen
4564ET,4.047893328096821,51.26825598029632,Sint Jansteen,Zeeland
5688NX,5.332681725271468,51.502822595707826,Oirschot,North Brabant
1161KD,4.756793166959923,52.37000588163969,Zwanenburg,North Holland
2907KC,4.587857426600799,51.953276244661474,Capelle aan den IJssel,South Holland
1531AZ,4.797966184005181,52.494371983513375,Wormer,North Holland
3208KM,4.308149459051563,51.84866845593305,Spijkenisse,South Holland
5015TG,5.108937777484668,51.57834524464799,Tilburg,North Brabant
5109BH,4.943231729214808,51.66051454243736,'s Gravenmoer,North Brabant
9101WV,6.009284791432611,53.324076414261626,Dokkum,Friesland
3133EE,4.3309199525810085,51.90189632543731,Vlaardingen,South Holland
5301KP,5.261445548151119,51.79539408279315,Zaltbommel,Guelders
3771AH,5.599004008756702,52.137866811576046,Barneveld,Guelders
5106NE,4.966376838077399,51.64407812790032,Dongen,North Brabant
6604BP,5.750149909208896,51.81836533483647,Wijchen,Guelders
2165BA,4.574432703951985,52.25166331606058,Lisserbroek,North Holland
4204XW,4.951441517673163,51.84205086096034,Gorinchem,South Holland
3115JA,4.379127228637293,51.909563857111365,Schiedam,South Holland
9405CE,6.533182969916831,52.99579623810949,Assen,Drenthe
6026CV,5.61214736220933,51.31111269295648,Maarheeze,North Brabant
1742LD,4.813250629762252,52.7786741724731,Schagen,North Holland
1507CB,4.811027659044796,52.43085203882406,Zaandam,North Holland
6902PX,6.097882998323848,51.93097845379712,Zevenaar,Guelders
3992DB,5.140663270737306,52.030014286475826,Houten,Utrecht
7903AK,6.495026670482553,52.731263763449796,Hoogeveen,Drenthe
4815HR,4.7583303257158045,51.60028842085285,Breda,North Brabant
3161GJ,4.437098563396345,51.85821694604536,Rhoon,South Holland
1742PD,4.782295544577799,52.7919772023169,Schagen,North Holland
6669CJ,5.649810187557356,51.91470721367255,Dodewaard,Guelders
2908KD,4.5862019846978415,51.962568927734644,Capelle aan den IJssel,South Holland
1175RN,4.767618563430267,52.34793242428371,Lijnden,North Holland
7961NH,6.282436647502531,52.74010665043294,Ruinerwold,Drenthe
8152BH,6.340764674402732,52.44345272009487,Lemelerveld,Overijssel
5503LP,5.425785729809825,51.407173541747575,Veldhoven,North Brabant
3449JC,4.855966324109309,52.08495208033886,Woerden,Utrecht
8501XD,5.818753983496773,52.96501853301119,Joure,Friesland
5688DP,5.327239630782131,51.50336342551206,Oirschot,North Brabant
5521DJ,5.316268484916885,51.36801857168182,Eersel,North Brabant
5388PN,5.562933721815494,51.713101864348445,Nistelrode,North Brabant
4706PB,4.496938608846609,51.540826570291,Roosendaal,North Brabant
3319AJ,4.692205588803928,51.78591125817834,Dordrecht,South Holland
6951KN,6.104137928402401,52.058509048151926,Dieren,Guelders
5692AL,5.487143003319684,51.50004492301891,Son en Breugel,North Brabant
8081DS,5.859606009352302,52.44711861756663,Elburg,Guelders
1713GM,4.891919162174324,52.67004198997021,Obdam,North Holland
6891BG,5.963486649644444,52.000861413975905,Rozendaal,Guelders
6336AN,5.858513211144549,50.891166044298295,Hulsberg,Limburg
1442LB,4.980928637042563,52.517276838329956,Purmerend,North Holland
3454PM,5.059821567375736,52.080809921604505,De Meern,Utrecht
4879AV,4.626097559666118,51.55917525902361,Etten-Leur,North Brabant
6224LT,5.713793487574449,50.843710330719084,Maastricht,Limburg
4043KK,5.62836774288507,51.93458792648007,Opheusden,Guelders
2624BB,4.356432191563993,52.000562658144,Delft,South Holland
4854MK,4.829749098598593,51.574156866269846,Bavel,North Brabant
1817BB,4.7421407054714955,52.650546116397244,Alkmaar,North Holland
7006AH,6.286413429619084,51.96048319217589,Doetinchem,Guelders
5015BM,5.115279104380661,51.57155509575582,Tilburg,North Brabant
3817PL,5.38747871835137,52.14890147387608,Amersfoort,Utrecht
6161BZ,5.816018689498985,50.95854970060735,Geleen,Limburg
9641HL,6.881302162587816,53.100219725507344,Veendam,Groningen
8171KH,5.970449720704942,52.2843836308017,Vaassen,Guelders
1382JK,5.027046665231145,52.312070622721905,Weesp,North Holland
8531GH,5.718525277770062,52.846441972787794,Lemmer,Friesland
4004JD,5.442441157097381,51.90570845935266,Tiel,Guelders
5688HP,5.301819709214443,51.49455496549456,Oirschot,North Brabant
3067GD,4.538230268416656,51.94755589245604,Rotterdam,South Holland
3861PS,5.448239598401206,52.21207649952776,Nijkerk,Guelders
3851SE,5.6197882774826775,52.31889863690239,Ermelo,Guelders
9611TE,6.8081788037870785,53.15974280725217,Sappemeer,Groningen
4834TA,4.796781388882415,51.565265812171894,Breda,North Brabant
8141GM,6.232999574877619,52.44335853162577,Heino,Overijssel
4906BA,4.836477398437959,51.65504152473883,Oosterhout,North Brabant
4661TZ,4.289384952538749,51.54200363622671,Halsteren,North Brabant
5731JG,5.6133206981347055,51.443561644874094,Mierlo,North Brabant
8084GK,5.879204194227838,52.41674087407745,'t Harde,Guelders
3155NA,4.277994697791762,51.93499156852252,Maasland,South Holland
3704GS,5.209481102352819,52.08752758911752,Zeist,Utrecht
1422AR,4.825984659640668,52.24182123520586,Uithoorn,North Holland
2512RK,4.29929648504902,52.07109526061273,'s-Gravenhage,South Holland
3075BH,4.507212733459975,51.879780237388395,Rotterdam,South Holland
3171PG,4.399827290527845,51.853525107841385,Poortugaal,South Holland
5145NE,5.046174898309105,51.695667693556494,Waalwijk,North Brabant
3071AA,4.496391542662499,51.90724159143214,Rotterdam,South Holland
5043GZ,5.010779678360594,51.578045085305305,Tilburg,North Brabant
8938AT,5.8527810376612335,53.2013616699579,Leeuwarden,Friesland
2516BM,4.343101492370614,52.067925359796284,'s-Gravenhage,South Holland
